text	label
短信故障现象:无法收发；短信拦截类型:未拦截；测试短信情况:不涉及,生单原因:短信权限问题导致无法发送,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您。	短信无法收发
用户在称交了年费但是没有使用到一年，查询核实用户是随选宽带在营业厅缴纳了450元的普通款，并非专款，没有享受随选宽带续费优惠，导致欠费，对此用户意见很大不愿再从新续费，要求将原来的费用改为活动优惠,争议类型:月租费争议争议费用情况:大于5元争议月份:4-8月争议扣费记录:@ADSL,宽带月租,套餐定价计划:随选宽带50M。	费用争议
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，多个。	短信无法收发
短信故障现象:无法收发；短信拦截类型:未拦截；测试短信情况:不涉及,生单原因:短信权限问题导致无法发送,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您。	短信无法收发
已发号测试短信，用户接收成功但不认可自助排障。	测试短信接收成功，不认可自助排障
故障发生时间:近几年；省际漫游投诉问题:上网；漫入号码归属省:江西省；号码状态:号码正常\用户不配合；手机是否启用4G:已启用；手机终端类型:4G终端；漫入地4G信号覆盖情况:有4G信号覆盖；故障地址:黄冈市黄州区南湖路11号湖北应急管理职业技术学院宿舍楼9栋1单元1楼1090；地图经度:114,地图纬度:30,故障地址:黄冈市黄州区南湖路11号反映在该地址无法正常通话上网，周围电信用户也出现此情况，并回复用户。	通话、上网数据问题
套餐名称:自主版固话10元套餐；套餐销售品ID,电子发票投诉问题,开票状态:无；争议月份,发票金额（元）:无；发票邮箱,没有收到11月份的电子发票；、反映2个号码交了费之后没有收到11月份的电子发票，系统中也没有查询到用户的发票，麻烦核实处理。	发票问题
已发号测试短信，用户接收成功但不认可自助排障,智慧传祺。	测试短信接收成功，不认可自助排障
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-10。	号码正常，短信未拦截，不配合换机测试
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-14。	短信无法发送
用户称本机没有打过电话，对产生的通话费不认可，要求电信给个说法，请核实，争议费用情况:大于5元；争议话单月份:11；争议金额,BOSS话单记录,国内通话费,基础销售品电信手机。	费用争议
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试。	短信无法发送
短信故障现象:无法收发；短信拦截类型:未拦截；测试短信情况:不涉及,生单原因:短信权限问题导致无法发送,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您收不到微信验证。	短信无法收发
用户人在异地，号码跑业务使用，无法前往归属地办理开机，停开机类型（停机原因-停开机记录区查-看详情）:二次实人核验单停；处理工号（停机原因-停开机记录区查-看详情,无法到厅开机原因:人在异地。	身份核验复机问题
1.超出流量(M,以清单为准,2.流量超出费用(元,实际扣费金额,3.订购加餐包档位:,40元加餐包4.说明:月底最后一天21点后无法回溯，请次日为用户折算处理。	用户流量超出，需开通加餐包回溯
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-01。	号码正常，短信未拦截，不配合换机测试
已发号测试短信，用户接收成功但不认可自助排障。	测试短信接收成功，不认可自助排障
用户号码认为,在,对用户号码进行骚扰，内容:，通话时长:3分钟内，接收电话形式:录音电话。举报时间,备注:用户要求举报核查处理:被举报号码:（无法识别归属地,无法查询归属地），请派单信安部处理。	无法查询归属地,请派单信安部处理
这个固话一直欠费或者停机时，都没有收到短信或者电话通知，要求快欠费时，有提示投诉问题场景:话费、流量提醒问题；订购记录场景查询结果:与用户描述一致；综合提醒平台查询结果:与用户描述一致；接收/发送时间:12月9。	短信提醒问题
要求撤单，现在要办理业务，在营业厅等着，烦，办理业务的订单订单受理工号:wh；办理工号类型:“地市首字母首拼”，如wh/xy/sy/xg。	业务办理问题
业务名称:政企视频彩铃；号码状态:欠费；投诉问题类型:费用争议；故障或争议时间,取消固话政企视频彩铃，并处理费用。；用户对座机开通了政企视频彩铃意见很大，并且不愿意补缴欠费，要求我处将此业务取消，并且对费用进行处理，意见略大。	客户需求,取消并争议费用
漫游地（省外）:江西；具体使用地址:江西九江；省际漫游投诉问题:上网；故障发生时间,号码状态:正常；4G-LTE及国漫功能:已开通；手机是否已启用4G功能:已启用；漫出地4G信号覆盖:有4G信号覆盖；手机终端类型:5G终端,客户来电表示上网信号不好，并回电。	漫游语音/上网问题
故障现象:无信号；故障场景:所有位置；故障类型:上网；网络类型:5G；地图地址:0；地图经度:0；地图纬度:0；故障发生时间:0；手机型号:0,0；省网优预,一键检测费用正常、未断网、未降速，用户不在4G，我处9时30分联系用户坚持称在所有位置无5G信号故障未恢复，建议用户换机换卡不认可，请进一步核实。	本地无法主被叫/上网
用户要求取消电子渠道活动-6个月合约。	客户想要取消电子渠道活动-6个月合约,请核实一下
经度】:114,纬度】:30,地址】:武汉市江岸区澳门路武汉市儿童医院内科楼10楼1019室【地址id,基站id,分类,无线上网—漫游地无法上网【受理号码,查询用户余额、停开机状态,正常/欠费未停机(停开机状态:开机，余额,请用户确认终端设备里是否启用4G】:是【是否开通4G功能】:是【用户在PCRF平台4G功能的签约状态】:正常【15G断网流水查询,无15断网记录,请用户查询在BOSS流程中是否为新装/补卡或未竣工,否【询问用户是否新装之后一直无法使用】:否【询问是本省/外省还是外省漫游】:本省/外省【询问用户是所有地点不能用还是单一地点不能用】:所有地点【询问用户手机数据设置是否启用4G】:开启【请用户切换手机飞行模式再试】:用户不认可【建议处理意见】:派单处理。	语音或上网无法使用
1.赠送/购买时间及地点（业务办理时间,2.是否立即激活:已激活3.终端来源:赠送4.投诉场景:装机时未提供设备5.详细描述:用户反映办理此ITV没见到盒子，在营业厅查询说是赠送机顶盒的，请核实并联系用户。	安装宽带、itv、摄像头
客户来电反映手机在老家母亲手上使用，现在人在上海无法回去复机，需要工作人员协助处理，麻烦了，停开机类型（停机原因-停开机记录区查-看详情）:大数据分析号码身份核验；处理工号（停机原因-停开机记录区查-看详情）:无；无法到厅开机原因:人在异地。	异常停机不认可
用户宽带已竣工，但是后台显示二平面及亚信无此账号，用户无法使用，要求尽快核实处理投诉类型:流程竣工无法使用是否优先通过“催装移场景”诊断:是（按场景提示操作）流程是否竣工:是受理订单号:装维人员是否已上门安装,:否产品类型:宽带业务受理类型。	安装宽带、itv、摄像头
已发号测试短信，用户接收成功但不认可自助排障,-05,）查看有短信发送，但是用户未收到。	测试短信接收成功，不认可自助排障
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，验证码无法接受。	短信无法收发
此为重复来电回访用户】是办公急需要使用网络，对缴费复机不及时不认可，要求尽快恢复网络，请协助处理,投诉类型:复机不及时停开机流水:,欠费单停,处理成功,处理成功,PLCA,缴费或充值时间,0,当前“账户余额”:元。	有余额被停机
故障发生时间,省际漫游投诉问题:上网；漫入号码归属省:陕西；号码状态:号码正常\用户不配合；手机是否启用4G:已启用；手机终端类型:4G终端；漫入地4G信号覆盖情况:有4G信号覆盖；故障地址:十堰市小河村；地图经度:110,地图纬度:32,反映手机无法流量上网，要求湖北电信核实问题处理。	通话、上网数据问题
